test line,ground,predicted,mvs
0,0,0,{'votes/confidence': 0.6373007893562317}
1,0,0,{'votes/confidence': '6/6'}
2,0,0,{'votes/confidence': '8/8'}
3,0,1,{'votes/confidence': '3/5'}
4,0,2,{'votes/confidence': '4/6'}
5,0,2,{'votes/confidence': '4/4'}
6,0,2,{'votes/confidence': '5/5'}
7,0,2,{'votes/confidence': '6/6'}
8,0,0,{'votes/confidence': '6/7'}
9,0,0,{'votes/confidence': '6/8'}
10,0,2,{'votes/confidence': '5/7'}
11,0,3,{'votes/confidence': '5/7'}
12,0,0,{'votes/confidence': '4/8'}
13,0,0,{'votes/confidence': '4/6'}
14,0,3,{'votes/confidence': '3/3'}
15,0,0,{'votes/confidence': '3/4'}
16,0,0,{'votes/confidence': 0.907694935798645}
17,0,2,{'votes/confidence': '3/4'}
18,0,0,{'votes/confidence': '4/5'}
19,0,3,{'votes/confidence': '2/4'}
20,0,3,{'votes/confidence': '4/5'}
21,0,2,{'votes/confidence': 0.7700071930885315}
22,0,2,{'votes/confidence': '2/2'}
23,0,3,{'votes/confidence': '1/1'}
24,0,0,{'votes/confidence': '3/5'}
25,0,2,{'votes/confidence': '4/5'}
26,0,3,{'votes/confidence': '3/5'}
27,0,3,{'votes/confidence': 0.6703023910522461}
28,0,3,{'votes/confidence': '4/5'}
29,0,0,{'votes/confidence': 0.5653890371322632}
30,0,0,{'votes/confidence': '3/5'}
31,0,0,{'votes/confidence': '2/4'}
32,0,0,{'votes/confidence': '2/3'}
33,0,1,{'votes/confidence': '4/5'}
34,0,1,{'votes/confidence': '3/6'}
35,0,2,{'votes/confidence': '5/5'}
36,0,0,{'votes/confidence': 0.838670015335083}
37,0,2,{'votes/confidence': '4/7'}
38,0,2,{'votes/confidence': '2/3'}
39,0,3,{'votes/confidence': '5/7'}
40,0,0,{'votes/confidence': '4/8'}
41,0,1,{'votes/confidence': '6/8'}
42,0,0,{'votes/confidence': '7/7'}
43,0,1,{'votes/confidence': '6/7'}
44,0,0,{'votes/confidence': '3/4'}
45,0,3,{'votes/confidence': '3/6'}
46,0,1,{'votes/confidence': '4/6'}
47,0,2,{'votes/confidence': '3/6'}
48,0,0,{'votes/confidence': '4/6'}
49,0,0,{'votes/confidence': '3/4'}
50,0,0,{'votes/confidence': '7/7'}
51,0,0,{'votes/confidence': '1/1'}
52,0,0,{'votes/confidence': 0.9273079633712769}
53,0,0,{'votes/confidence': '3/4'}
54,0,3,{'votes/confidence': '3/6'}
55,0,3,{'votes/confidence': '3/6'}
56,0,3,{'votes/confidence': '2/3'}
57,0,0,{'votes/confidence': 0.9515937566757202}
58,0,3,{'votes/confidence': '2/5'}
59,0,0,{'votes/confidence': '3/6'}
60,0,2,{'votes/confidence': '3/5'}
61,0,3,{'votes/confidence': 0.7947593927383423}
62,0,2,{'votes/confidence': '3/5'}
63,0,1,{'votes/confidence': '4/6'}
64,0,0,{'votes/confidence': '4/5'}
65,0,0,{'votes/confidence': '4/5'}
66,0,2,{'votes/confidence': '3/5'}
67,0,3,{'votes/confidence': '3/4'}
68,0,2,{'votes/confidence': '3/4'}
69,0,3,{'votes/confidence': '3/6'}
70,0,3,{'votes/confidence': '4/7'}
71,0,2,{'votes/confidence': '2/4'}
72,0,3,{'votes/confidence': 0.5740054845809937}
73,0,0,{'votes/confidence': '4/5'}
74,0,0,{'votes/confidence': '4/7'}
75,0,3,{'votes/confidence': '3/6'}
76,0,0,{'votes/confidence': '6/6'}
77,0,3,{'votes/confidence': '3/6'}
78,0,3,{'votes/confidence': '2/4'}
79,0,1,{'votes/confidence': 0.6457026600837708}
80,0,3,{'votes/confidence': '3/5'}
81,0,0,{'votes/confidence': '5/5'}
82,0,0,{'votes/confidence': '6/6'}
83,0,3,{'votes/confidence': '4/6'}
84,0,2,{'votes/confidence': 0.9099150896072388}
85,0,3,{'votes/confidence': '4/7'}
86,0,0,{'votes/confidence': '6/8'}
87,0,0,{'votes/confidence': '5/7'}
88,0,0,{'votes/confidence': 0.9434666037559509}
89,0,3,{'votes/confidence': '4/7'}
90,0,0,{'votes/confidence': 0.9953990578651428}
91,0,2,{'votes/confidence': '5/6'}
92,0,2,{'votes/confidence': '3/5'}
93,0,2,{'votes/confidence': '2/4'}
94,0,0,{'votes/confidence': '4/5'}
95,0,0,{'votes/confidence': '3/7'}
96,0,1,{'votes/confidence': 0.9055252075195312}
97,0,3,{'votes/confidence': 0.5497324466705322}
98,0,2,{'votes/confidence': '4/4'}
99,0,0,{'votes/confidence': '4/7'}
100,0,2,{'votes/confidence': '4/7'}
